Vin,Vout_FF,Vout_FS,Vout_SF,Vout_SS,Vout_TT(Reference_corner)
-0.118,0.001235458,0.002327545,0.004311347,0.004796627,0.003149039
-0.117,0.001289938,0.002387125,0.004404638,0.004878386,0.003218084
-0.116,0.001345887,0.002448,0.004499452,0.004961501,0.00328851
-0.115,0.001403329,0.002510195,0.004595807,0.005045991,0.003360341
-0.114,0.001462287,0.002573733,0.00469372,0.005131874,0.003433598
-0.113,0.001522785,0.002638639,0.004793208,0.005219167,0.003508306
-0.112,0.001584847,0.002704938,0.004894288,0.005307889,0.003584487
-0.111,0.001648498,0.002772653,0.004996977,0.005398058,0.003662165
-0.11,0.001713761,0.002841812,0.005101292,0.005489692,0.003741364
-0.109,0.001780661,0.002912438,0.005207251,0.00558281,0.003822107
-0.108,0.001849223,0.002984557,0.005314871,0.00567743,0.003904418
-0.107,0.001919472,0.003058195,0.005424169,0.005773571,0.003988321
-0.106,0.001991432,0.003133378,0.005535163,0.00587125,0.004073841
-0.105,0.002065128,0.003210132,0.00564787,0.005970487,0.004161002
-0.104,0.002140586,0.003288484,0.005762307,0.0060713,0.004249828
-0.103,0.002217831,0.003368459,0.005878493,0.006173707,0.004340344
-0.102,0.002296888,0.003450085,0.005996443,0.006277727,0.004432574
-0.101,0.002377783,0.003533388,0.006116177,0.006383379,0.004526544
-0.1,0.002460541,0.003618396,0.00623771,0.006490681,0.004622276
-0.099,0.002545189,0.003705135,0.006361062,0.006599651,0.004719798
-0.098,0.002631752,0.003793634,0.006486248,0.006710309,0.004819133
-0.097,0.002720255,0.003883918,0.006613287,0.006822671,0.004920306
-0.096,0.002810726,0.003976017,0.006742196,0.006936758,0.005023342
-0.095,0.002903189,0.004069957,0.006872991,0.007052587,0.005128267
-0.094,0.002997671,0.004165767,0.007005691,0.007170177,0.005235104
-0.093,0.003094199,0.004263473,0.007140312,0.007289545,0.00534388
-0.092,0.003192798,0.004363104,0.007276871,0.007410711,0.005454618
-0.091,0.003293494,0.004464689,0.007415386,0.007533692,0.005567345
-0.09,0.003396314,0.004568254,0.007555873,0.007658507,0.005682084
-0.089,0.003501284,0.004673828,0.007698349,0.007785173,0.005798861
-0.088,0.00360843,0.004781439,0.007842831,0.007913708,0.0059177
-0.087,0.003717778,0.004891114,0.007989334,0.00804413,0.006038625
-0.086,0.003829355,0.005002883,0.008137877,0.008176457,0.006161663
-0.085,0.003943186,0.005116772,0.008288474,0.008310707,0.006286836
-0.084,0.004059297,0.005232809,0.008441143,0.008446896,0.006414169
-0.083,0.004177715,0.005351024,0.008595899,0.008585043,0.006543687
-0.082,0.004298466,0.005471442,0.008752757,0.008725164,0.006675413
-0.081,0.004421574,0.005594092,0.008911734,0.008867276,0.006809372
-0.08,0.004547067,0.005719002,0.009072846,0.009011397,0.006945587
-0.079,0.004674968,0.005846199,0.009236107,0.009157543,0.007084082
-0.078,0.004805304,0.005975709,0.009401532,0.009305731,0.007224879
-0.077,0.0049381,0.006107561,0.009569137,0.009455977,0.007368003
-0.076,0.00507338,0.006241781,0.009738936,0.009608297,0.007513476
-0.075,0.00521117,0.006378396,0.009910944,0.009762708,0.007661321
-0.074,0.005351494,0.006517433,0.010085175,0.009919224,0.00781156
-0.073,0.005494377,0.006658917,0.010261643,0.010077863,0.007964216
-0.072,0.005639842,0.006802876,0.010440361,0.010238639,0.00811931
-0.071,0.005787914,0.006949334,0.010621345,0.010401567,0.008276863
-0.07,0.005938616,0.007098317,0.010804606,0.010566663,0.008436899
-0.069,0.006091971,0.007249851,0.010990158,0.010733941,0.008599436
-0.068,0.006248003,0.007403961,0.011178013,0.010903416,0.008764496
-0.067,0.006406734,0.007560671,0.011368185,0.011075103,0.0089321
-0.066,0.006568186,0.007720005,0.011560686,0.011249014,0.009102267
-0.065,0.006732382,0.007881987,0.011755526,0.011425164,0.009275017
-0.064,0.006899343,0.008046642,0.01195272,0.011603567,0.009450369
-0.063,0.00706909,0.008213992,0.012152276,0.011784235,0.009628342
-0.062,0.007241644,0.00838406,0.012354208,0.011967182,0.009808955
-0.061,0.007417026,0.008556868,0.012558525,0.012152421,0.009992225
-0.06,0.007595256,0.008732439,0.012765238,0.012339963,0.010178171
-0.059,0.007776354,0.008910793,0.012974357,0.012529821,0.010366809
-0.058,0.007960337,0.009091953,0.013185893,0.012722007,0.010558156
-0.057,0.008147226,0.009275938,0.013399854,0.012916533,0.01075223
-0.056,0.008337039,0.009462769,0.01361625,0.013113409,0.010949045
-0.055,0.008529793,0.009652465,0.01383509,0.013312647,0.011148617
-0.054,0.008725505,0.009845046,0.014056383,0.013514258,0.011350962
-0.053,0.008924192,0.010040529,0.014280137,0.01371825,0.011556093
-0.052,0.009125871,0.010238934,0.014506359,0.013924636,0.011764025
-0.051,0.009330557,0.010440277,0.014735058,0.014133424,0.011974772
-0.05,0.009538266,0.010644577,0.01496624,0.014344624,0.012188346
-0.049,0.009749012,0.010851848,0.015199913,0.014558244,0.01240476
-0.048,0.009962808,0.011062107,0.015436084,0.014774294,0.012624026
-0.047,0.010179669,0.01127537,0.015674757,0.014992782,0.012846156
-0.046,0.010399608,0.01149165,0.01591594,0.015213716,0.013071161
-0.045,0.010622637,0.011710963,0.016159638,0.015437104,0.013299051
-0.044,0.010848768,0.011933322,0.016405856,0.015662953,0.013529836
-0.043,0.011078011,0.012158739,0.0166546,0.015891271,0.013763527
-0.042,0.011310378,0.012387228,0.016905873,0.016122063,0.014000131
-0.041,0.011545879,0.012618799,0.017159679,0.016355337,0.014239657
-0.04,0.011784523,0.012853464,0.017416023,0.016591098,0.014482114
-0.039,0.012026319,0.013091233,0.017674909,0.016829352,0.014727509
-0.038,0.012271276,0.013332117,0.017936339,0.017070105,0.014975848
-0.037,0.0125194,0.013576124,0.018200316,0.017313361,0.015227139
-0.036,0.012770699,0.013823263,0.018466842,0.017559126,0.015481386
-0.035,0.013025179,0.014073542,0.018735921,0.017807404,0.015738595
-0.034,0.013282847,0.014326969,0.019007553,0.018058198,0.015998771
-0.033,0.013543706,0.014583551,0.019281741,0.018311512,0.016261919
-0.032,0.013807763,0.014843293,0.019558484,0.018567351,0.016528041
-0.031,0.014075021,0.015106201,0.019837785,0.018825716,0.016797141
-0.03,0.014345484,0.015372279,0.020119644,0.01908661,0.017069223
-0.029,0.014619153,0.015641533,0.02040406,0.019350036,0.017344287
-0.028,0.014896033,0.015913966,0.020691034,0.019615996,0.017622336
-0.027,0.015176123,0.01618958,0.020980565,0.019884492,0.017903371
-0.026,0.015459426,0.016468379,0.021272653,0.020155524,0.018187393
-0.025,0.015745941,0.016750364,0.021567297,0.020429094,0.018474401
-0.024,0.016035669,0.017035537,0.021864494,0.020705203,0.018764396
-0.023,0.016328609,0.017323897,0.022164244,0.020983851,0.019057377
-0.022,0.016624759,0.017615446,0.022466544,0.021265038,0.019353342
-0.021,0.016924119,0.017910182,0.022771392,0.021548764,0.01965229
-0.02,0.017226685,0.018208105,0.023078786,0.021835028,0.019954218
-0.019,0.017532455,0.018509213,0.023388722,0.02212383,0.020259124
-0.018,0.017841425,0.018813503,0.023701198,0.022415169,0.020567005
-0.017,0.018153592,0.019120973,0.02401621,0.022709042,0.020877857
-0.016,0.01846895,0.01943162,0.024333755,0.023005449,0.021191677
-0.015,0.018787496,0.01974544,0.024653828,0.023304387,0.021508459
-0.014,0.019109223,0.020062428,0.024976425,0.023605853,0.021828199
-0.013,0.019434126,0.020382579,0.025301542,0.023909847,0.022150892
-0.012,0.019762198,0.020705889,0.025629174,0.024216363,0.022476532
-0.011,0.020093432,0.021032351,0.025959316,0.0245254,0.022805113
-0.01,0.020427821,0.021361959,0.026291963,0.024836954,0.023136629
-0.009,0.020765357,0.021694706,0.02662711,0.025151021,0.023471072
-0.008,0.021106033,0.022030584,0.02696475,0.025467598,0.023808435
-0.007,0.021449838,0.022369587,0.027304877,0.02578668,0.024148712
-0.006,0.021796765,0.022711705,0.027647487,0.026108262,0.024491893
-0.005,0.022146803,0.023056931,0.027992571,0.026432341,0.024837971
-0.004,0.022499943,0.023405255,0.028340124,0.026758911,0.025186937
-0.003,0.022856174,0.023756667,0.028690139,0.027087966,0.025538783
-0.002,0.023215486,0.024111158,0.029042609,0.027419503,0.025893498
-0.001,0.023577868,0.024468718,0.029397526,0.027753514,0.026251073
0,0.023943308,0.024829335,0.029754883,0.028089994,0.026611499
0.001,0.024311794,0.025193,0.030114673,0.028428938,0.026974765
0.002,0.024683315,0.0255597,0.030476888,0.028770338,0.027340861
0.003,0.025057859,0.025929423,0.03084152,0.029114188,0.027709776
0.004,0.025435411,0.026302159,0.031208561,0.029460483,0.028081499
0.005,0.025815961,0.026677894,0.031578002,0.029809214,0.028456019
0.006,0.026199493,0.027056616,0.031949835,0.030160374,0.028833324
0.007,0.026585995,0.027438311,0.032324052,0.030513957,0.029213403
0.008,0.026975452,0.027822967,0.032700643,0.030869956,0.029596244
0.009,0.027367852,0.02821057,0.033079601,0.031228361,0.029981834
0.01,0.027763178,0.028601107,0.033460915,0.031589167,0.030370161
0.011,0.028161418,0.028994562,0.033844577,0.031952364,0.030761213
0.012,0.028562555,0.029390923,0.034230577,0.032317945,0.031154976
0.013,0.028966575,0.029790174,0.034618906,0.032685901,0.031551438
0.014,0.029373463,0.0301923,0.035009554,0.033056224,0.031950586
0.015,0.029783203,0.030597287,0.035402512,0.033428905,0.032352405
0.016,0.03019578,0.03100512,0.035797769,0.033803937,0.032756884
0.017,0.030611178,0.031415783,0.036195317,0.034181309,0.033164007
0.018,0.031029381,0.03182926,0.036595145,0.034561013,0.033573762
0.019,0.031450372,0.032245536,0.036997242,0.03494304,0.033986134
0.02,0.031874137,0.032664596,0.037401599,0.035327381,0.03440111
0.021,0.032300657,0.033086422,0.037808206,0.035714025,0.034818674
0.022,0.032729918,0.033510999,0.038217052,0.036102965,0.035238814
0.023,0.033161901,0.033938311,0.038628126,0.03649419,0.035661513
0.024,0.033596591,0.034368341,0.039041418,0.036887691,0.036086759
0.025,0.03403397,0.034801072,0.039456918,0.037283458,0.036514536
0.026,0.034474021,0.035236489,0.039874614,0.03768148,0.036944829
0.027,0.034916729,0.035674573,0.040294497,0.038081749,0.037377624
0.028,0.035362074,0.036115309,0.040716555,0.038484254,0.037812906
0.029,0.035810041,0.036558679,0.041140777,0.038888985,0.03825066
0.03,0.036260611,0.037004666,0.041567152,0.039295932,0.03869087
0.031,0.036713768,0.037453254,0.041995671,0.039705084,0.039133523
0.032,0.037169495,0.037904425,0.04242632,0.040116432,0.039578603
0.033,0.037627773,0.038358162,0.042859091,0.040529964,0.040026094
0.034,0.038088585,0.038814447,0.04329397,0.040945671,0.040475982
0.035,0.038551914,0.039273264,0.043730948,0.041363541,0.04092825
0.036,0.039017743,0.039734595,0.044170013,0.041783565,0.041382885
0.037,0.039486053,0.040198423,0.044611154,0.042205732,0.041839871
0.038,0.039956828,0.04066473,0.04505436,0.04263003,0.042299192
0.039,0.040430049,0.041133499,0.045499619,0.04305645,0.042760834
0.04,0.0409057,0.041604712,0.045946921,0.04348498,0.04322478
0.041,0.041383762,0.042078353,0.046396254,0.04391561,0.043691015
0.042,0.041864218,0.042554404,0.046847606,0.044348329,0.044159525
0.043,0.04234705,0.043032847,0.047300967,0.044783126,0.044630294
0.044,0.042832242,0.043513666,0.047756325,0.04521999,0.045103306
0.045,0.043319775,0.043996842,0.048213669,0.04565891,0.045578546
0.046,0.043809633,0.044482358,0.048672987,0.046099876,0.046056
0.047,0.044301797,0.044970198,0.049134269,0.046542876,0.046535651
0.048,0.04479625,0.045460343,0.049597502,0.046987899,0.047017485
0.049,0.045292975,0.045952778,0.050062677,0.047434935,0.047501486
0.05,0.045791955,0.046447483,0.05052978,0.047883972,0.047987639
0.051,0.046293172,0.046944443,0.050998802,0.048335,0.048475929
0.052,0.046796609,0.04744364,0.05146973,0.048788007,0.048966341
0.053,0.04730225,0.047945057,0.051942554,0.049242982,0.04945886
0.054,0.047810076,0.048448677,0.052417263,0.049699914,0.04995347
0.055,0.048320071,0.048954484,0.052893844,0.050158793,0.050450158
0.056,0.048832218,0.04946246,0.053372287,0.050619608,0.050948907
0.057,0.049346501,0.049972588,0.053852581,0.051082346,0.051449703
0.058,0.049862901,0.050484852,0.054334715,0.051546998,0.051952532
0.059,0.050381404,0.050999236,0.054818677,0.052013553,0.052457378
0.06,0.050901991,0.051515722,0.055304456,0.052481999,0.052964226
0.061,0.051424646,0.052034294,0.055792042,0.052952325,0.053473063
0.062,0.051949353,0.052554935,0.056281423,0.053424521,0.053983873
0.063,0.052476096,0.05307763,0.056772588,0.053898575,0.054496642
0.064,0.053004857,0.053602362,0.057265526,0.054374477,0.055011356
0.065,0.053535622,0.054129114,0.057760226,0.054852216,0.055528
0.066,0.054068373,0.054657872,0.058256678,0.055331781,0.056046559
0.067,0.054603095,0.055188617,0.058754871,0.055813161,0.05656702
0.068,0.055139771,0.055721336,0.059254793,0.056296346,0.057089369
0.069,0.055678386,0.056256012,0.059756433,0.056781324,0.057613591
0.07,0.056218924,0.056792629,0.060259782,0.057268085,0.058139672
0.071,0.05676137,0.057331171,0.060764829,0.057756618,0.058667599
0.072,0.057305707,0.057871623,0.061271562,0.058246912,0.059197357
0.073,0.05785192,0.05841397,0.061779971,0.058738957,0.059728932
0.074,0.058399995,0.058958197,0.062290046,0.059232742,0.060262312
0.075,0.058949915,0.059504287,0.062801775,0.059728257,0.060797482
0.076,0.059501665,0.060052226,0.06331515,0.060225491,0.061334429
0.077,0.060055231,0.060601999,0.063830158,0.060724434,0.06187314
0.078,0.060610598,0.061153591,0.06434679,0.061225075,0.0624136
0.079,0.06116775,0.061706987,0.064865036,0.061727403,0.062955798
0.08,0.061726673,0.062262172,0.065384885,0.062231409,0.063499718
0.081,0.062287352,0.062819132,0.065906326,0.062737081,0.06404535
0.082,0.062849773,0.063377852,0.066429351,0.063244411,0.064592679
0.083,0.063413921,0.063938318,0.066953947,0.063753386,0.065141692
0.084,0.063979783,0.064500515,0.067480107,0.064263998,0.065692377
0.085,0.064547343,0.06506443,0.068007819,0.064776236,0.066244721
0.086,0.065116588,0.065630048,0.068537073,0.06529009,0.066798711
0.087,0.065687504,0.066197355,0.06906786,0.06580555,0.067354335
0.088,0.066260077,0.066766338,0.06960017,0.066322606,0.06791158
0.089,0.066834293,0.067336982,0.070133993,0.066841248,0.068470434
0.09,0.067410139,0.067909275,0.070669319,0.067361466,0.069030884
0.091,0.067987601,0.068483201,0.071206138,0.06788325,0.069592919
0.092,0.068566665,0.069058749,0.071744442,0.06840659,0.070156525
0.093,0.069147319,0.069635905,0.072284219,0.068931477,0.070721692
0.094,0.069729549,0.070214655,0.072825462,0.0694579,0.071288407
0.095,0.070313342,0.070794986,0.07336816,0.069985851,0.071856659
0.096,0.070898685,0.071376886,0.073912304,0.070515319,0.072426435
0.097,0.071485565,0.071960341,0.074457885,0.071046296,0.072997724
0.098,0.07207397,0.072545339,0.075004892,0.071578771,0.073570514
0.099,0.072663887,0.073131867,0.075553319,0.072112735,0.074144794
0.1,0.073255304,0.073719913,0.076103154,0.072648179,0.074720553
0.101,0.073848207,0.074309463,0.076654388,0.073185093,0.075297779
0.102,0.074442585,0.074900507,0.077207014,0.073723468,0.07587646
0.103,0.075038425,0.075493031,0.077761021,0.074263295,0.076456587
0.104,0.075635716,0.076087023,0.078316402,0.074804564,0.077038147
0.105,0.076234445,0.076682471,0.078873146,0.075347267,0.07762113
0.106,0.076834601,0.077279364,0.079431246,0.075891395,0.078205525
0.107,0.077436172,0.077877689,0.079990692,0.076436937,0.078791321
0.108,0.078039145,0.078477436,0.080551475,0.076983887,0.079378508
0.109,0.078643511,0.079078591,0.081113588,0.077532234,0.079967075
