R_gds_inst (Vctrl=0) X,R_gds_inst (Vctrl=0) Y,R_gds_inst (Vctrl=0.1) X,R_gds_inst (Vctrl=0.1) Y,R_gds_inst (Vctrl=0.2) X,R_gds_inst (Vctrl=0.2) Y,R_gds_inst (Vctrl=0.3) X,R_gds_inst (Vctrl=0.3) Y,R_gds_inst (Vctrl=0.4) X,R_gds_inst (Vctrl=0.4) Y,R_gds_inst (Vctrl=0.5) X,R_gds_inst (Vctrl=0.5) Y,R_gds_inst (Vctrl=0.05) X,R_gds_inst (Vctrl=0.05) Y,R_gds_inst (Vctrl=0.15) X,R_gds_inst (Vctrl=0.15) Y,R_gds_inst (Vctrl=0.25) X,R_gds_inst (Vctrl=0.25) Y,R_gds_inst (Vctrl=0.35) X,R_gds_inst (Vctrl=0.35) Y,R_gds_inst (Vctrl=0.45) X,R_gds_inst (Vctrl=0.45) Y
0.006,179465.6115,0.006,159711.487,0.006,136463.3376,0.006,109095.9337,0.006,77522.63363,0.006,43439.21242,0.006,169982.2515,0.006,148567.3152,0.006,123322.6595,0.006,93791.65663,0.006,60568.39415
0.007,179471.907,0.007,159717.0206,0.007,136467.8912,0.007,109099.1669,0.007,77523.95981,0.007,43437.3471,0.007,169988.1881,0.007,148572.392,0.007,123326.6065,0.007,93794.03428,0.007,60568.37603
0.008,179479.2478,0.008,159723.4728,0.008,136473.2008,0.008,109102.9365,0.008,77525.50522,0.008,43435.16981,0.008,169995.1103,0.008,148578.3116,0.008,123331.2086,0.008,93796.80608,0.008,60568.35345
0.009,179487.632,0.009,159730.8422,0.009,136479.2649,0.009,109107.2413,0.009,77527.26904,0.009,43432.68006,0.009,170003.0164,0.009,148585.0726,0.009,123336.4645,0.009,93799.97103,0.009,60568.32572
0.01,179497.0576,0.01,159739.1267,0.01,136486.0818,0.01,109112.0802,0.01,77529.2503,0.01,43429.87728,0.01,170011.9045,0.01,148592.6731,0.01,123342.3727,0.01,93803.52801,0.01,60568.29209
0.011,179507.5221,0.011,159748.3243,0.011,136493.6499,0.011,109117.4515,0.011,77531.44794,0.011,43426.76081,0.011,170021.7723,0.011,148601.1112,0.011,123348.9317,0.011,93807.47575,0.011,60568.25168
0.012,179519.0229,0.012,159758.4327,0.012,136501.967,0.012,109123.3537,0.012,77533.86076,0.012,43423.32996,0.012,170032.6172,0.012,148610.3847,0.012,123356.1395,0.012,93811.81282,0.012,60568.20354
0.013,179531.5572,0.013,159769.4492,0.013,136511.0309,0.013,109129.7851,0.013,77536.48746,0.013,43419.58392,0.013,170044.4365,0.013,148620.4912,0.013,123363.9942,0.013,93816.53768,0.013,60568.14661
0.014,179545.1217,0.014,159781.371,0.014,136520.8392,0.014,109136.7435,0.014,77539.32659,0.014,43415.52185,0.014,170057.2273,0.014,148631.4281,0.014,123372.4935,0.014,93821.64861,0.014,60568.07973
0.015,179559.7129,0.015,159794.195,0.015,136531.3894,0.015,109144.227,0.015,77542.37659,0.015,43411.14281,0.015,170070.9861,0.015,148643.1924,0.015,123381.6351,0.015,93827.14375,0.015,60568.00164
0.016,179575.3272,0.016,159807.918,0.016,136542.6784,0.016,109152.2331,0.016,77545.63578,0.016,43406.44579,0.016,170085.7096,0.016,148655.7811,0.016,123391.4164,0.016,93833.02112,0.016,60567.91098
0.017,179591.9604,0.017,159822.5362,0.017,136554.7033,0.017,109160.7594,0.017,77549.10235,0.017,43401.42973,0.017,170101.3938,0.017,148669.1908,0.017,123401.8345,0.017,93839.27856,0.017,60567.80632
0.018,179609.6084,0.018,159838.0459,0.018,136567.4607,0.018,109169.8034,0.018,77552.77436,0.018,43396.09346,0.018,170118.0347,0.018,148683.418,0.018,123412.8866,0.018,93845.91376,0.018,60567.68607
0.019,179628.2666,0.019,159854.4431,0.019,136580.9472,0.019,109179.362,0.019,77556.64976,0.019,43390.43577,0.019,170135.628,0.019,148698.4589,0.019,123424.5694,0.019,93852.92428,0.019,60567.5486
0.02,179647.93,0.02,159871.7233,0.02,136595.159,0.02,109189.4324,0.02,77560.72635,0.02,43384.45536,0.02,170154.169,0.02,148714.3094,0.02,123436.8795,0.02,93860.30752,0.02,60567.39214
0.021,179668.5935,0.021,159889.882,0.021,136610.0923,0.021,109200.0114,0.021,77565.00182,0.021,43378.15085,0.021,170173.6529,0.021,148730.9653,0.021,123449.8135,0.021,93868.06072,0.021,60567.21483
0.022,179690.2517,0.022,159908.9143,0.022,136625.7428,0.022,109211.0956,0.022,77569.47371,0.022,43371.5208,0.022,170194.0745,0.022,148748.422,0.022,123463.3675,0.022,93876.18095,0.022,60567.0147
0.023,179712.8988,0.023,159928.815,0.023,136642.1061,0.023,109222.6814,0.023,77574.13945,0.023,43364.56369,0.023,170215.4283,0.023,148766.6747,0.023,123477.5375,0.023,93884.66516,0.023,60566.78969
0.024,179736.5287,0.024,159949.5789,0.024,136659.1777,0.024,109234.7652,0.024,77578.99632,0.024,43357.27792,0.024,170237.7087,0.024,148785.7185,0.024,123492.3194,0.024,93893.51011,0.024,60566.53762
0.025,179761.1352,0.025,159971.2003,0.025,136676.9527,0.025,109247.3431,0.025,77584.04148,0.025,43349.66182,0.025,170260.9096,0.025,148805.5481,0.025,123507.7087,0.025,93902.71241,0.025,60566.25621
0.026,179786.7114,0.026,159993.6731,0.026,136695.426,0.026,109260.4108,0.026,77589.27194,0.026,43341.71364,0.026,170285.0246,0.026,148826.1579,0.026,123523.7009,0.026,93912.2685,0.026,60565.94307
0.027,179813.2506,0.027,160016.9913,0.027,136714.5922,0.027,109273.9643,0.027,77594.68459,0.027,43333.43156,0.027,170310.0472,0.027,148847.5422,0.027,123540.2911,0.027,93922.17466,0.027,60565.59571
0.028,179840.7453,0.028,160041.1482,0.028,136734.4459,0.028,109287.9989,0.028,77600.27615,0.028,43324.81367,0.028,170335.9704,0.028,148869.6949,0.028,123557.4743,0.028,93932.42701,0.028,60565.21151
0.029,179869.1879,0.029,160066.1371,0.029,136754.9811,0.029,109302.5099,0.029,77606.04324,0.029,43315.858,0.029,170362.7871,0.029,148892.6096,0.029,123575.2452,0.029,93943.02148,0.029,60564.78778
0.03,179898.5706,0.03,160091.951,0.03,136776.1919,0.03,109317.4926,0.03,77611.9823,0.03,43306.56249,0.03,170390.4897,0.03,148916.2799,0.03,123593.5983,0.03,93953.95386,0.03,60564.32167
0.031,179928.885,0.031,160118.5824,0.031,136798.0719,0.031,109332.9418,0.031,77618.08966,0.031,43296.92502,0.031,170419.0704,0.031,148940.6987,0.031,123612.5279,0.031,93965.21973,0.031,60563.81025
0.032,179960.1225,0.032,160146.0237,0.032,136820.6145,0.032,109348.8522,0.032,77624.36148,0.032,43286.94336,0.032,170448.521,0.032,148965.8591,0.032,123632.028,0.032,93976.81452,0.032,60563.25048
0.033,179992.2742,0.033,160174.2669,0.033,136843.813,0.033,109365.2184,0.033,77630.79378,0.033,43276.61523,0.033,170478.833,0.033,148991.7536,0.033,123652.0926,0.033,93988.73347,0.033,60562.63917
0.034,180025.3307,0.034,160203.3038,0.034,136867.6602,0.034,109382.0346,0.034,77637.38243,0.034,43265.93826,0.034,170509.9976,0.034,149018.3744,0.034,123672.715,0.034,94000.97165,0.034,60561.97304
0.035,180059.2824,0.035,160233.1257,0.035,136892.1488,0.035,109399.2949,0.035,77644.12315,0.035,43254.90999,0.035,170542.0057,0.035,149045.7135,0.035,123693.8887,0.035,94013.52391,0.035,60561.24869
0.036,180094.1193,0.036,160263.7237,0.036,136917.2711,0.036,109416.9932,0.036,77651.01149,0.036,43243.52791,0.036,170574.8478,0.036,149073.7627,0.036,123715.6068,0.036,94026.38496,0.036,60560.46261
0.037,180129.8311,0.037,160295.0885,0.037,136943.0192,0.037,109435.1231,0.037,77658.04288,0.037,43231.78939,0.037,170608.514,0.037,149102.5134,0.037,123737.862,0.037,94039.5493,0.037,60559.61114
0.038,180166.4069,0.038,160327.2107,0.038,136969.3849,0.038,109453.678,0.038,77665.21255,0.038,43219.69175,0.038,170642.9942,0.038,149131.9565,0.038,123760.647,0.038,94053.01122,0.038,60558.69053
0.039,180203.8356,0.039,160360.0803,0.039,136996.3597,0.039,109472.6511,0.039,77672.5156,0.039,43207.23222,0.039,170678.2778,0.039,149162.083,0.039,123783.9541,0.039,94066.76484,0.039,60557.69688
0.04,180242.1058,0.04,160393.6869,0.04,137023.935,0.04,109492.0353,0.04,77679.94694,0.04,43194.40794,0.04,170714.354,0.04,149192.8833,0.04,123807.7753,0.04,94080.80407,0.04,60556.62619
0.041,180281.2055,0.041,160428.0201,0.041,137052.1015,0.041,109511.8235,0.041,77687.50134,0.041,43181.21598,0.041,170751.2113,0.041,149224.3474,0.041,123832.1025,0.041,94095.12261,0.041,60555.47431
0.042,180321.1224,0.042,160463.0689,0.042,137080.8499,0.042,109532.008,0.042,77695.17338,0.042,43167.65332,0.042,170788.8383,0.042,149256.4652,0.042,123856.9271,0.042,94109.71397,0.042,60554.23698
0.043,180361.8438,0.043,160498.822,0.043,137110.1706,0.043,109552.581,0.043,77702.9575,0.043,43153.71685,0.043,170827.2227,0.043,149289.2262,0.043,123882.2404,0.043,94124.57144,0.043,60552.9098
0.044,180403.3565,0.044,160535.2676,0.044,137140.0535,0.044,109573.5347,0.044,77710.84792,0.044,43139.40339,0.044,170866.3523,0.044,149322.6195,0.044,123908.0333,0.044,94139.6881,0.044,60551.48825
0.045,180445.6472,0.045,160572.3938,0.045,137170.4883,0.045,109594.8606,0.045,77718.83873,0.045,43124.70967,0.045,170906.2142,0.045,149356.6339,0.045,123934.2965,0.045,94155.05682,0.045,60549.96765
0.046,180488.7017,0.046,160610.188,0.046,137201.4644,0.046,109616.5503,0.046,77726.92382,0.046,43109.63234,0.046,170946.7951,0.046,149391.2578,0.046,123961.0204,0.046,94170.67023,0.046,60548.34322
0.047,180532.5057,0.047,160648.6376,0.047,137232.9708,0.047,109638.5949,0.047,77735.09689,0.047,43094.16795,0.047,170988.0814,0.047,149426.4792,0.047,123988.1951,0.047,94186.52077,0.047,60546.61002
0.048,180577.0443,0.048,160687.7291,0.048,137264.9963,0.048,109660.9855,0.048,77743.35148,0.048,43078.31299,0.048,171030.0591,0.048,149462.286,0.048,124015.8103,0.048,94202.60063,0.048,60544.76299
0.049,180622.3023,0.049,160727.4491,0.049,137297.5291,0.049,109683.7126,0.049,77751.68092,0.049,43062.06384,0.049,171072.7137,0.049,149498.6653,0.049,124043.8555,0.049,94218.90177,0.049,60542.7969
0.05,180668.2638,0.05,160767.7836,0.05,137330.5573,0.05,109706.7667,0.05,77760.07837,0.05,43045.41681,0.05,171116.0301,0.05,149535.6042,0.05,124072.3199,0.05,94235.41593,0.05,60540.70642
0.051,180714.9127,0.051,160808.7179,0.051,137364.0686,0.051,109730.138,0.051,77768.53678,0.051,43028.36811,0.051,171159.9932,0.051,149573.0892,0.051,124101.1923,0.051,94252.1346,0.051,60538.48605
0.052,180762.2323,0.052,160850.2375,0.052,137398.0502,0.052,109753.8162,0.052,77777.04892,0.052,43010.91389,0.052,171204.587,0.052,149611.1065,0.052,124130.4612,0.052,94269.04902,0.052,60536.13015
0.053,180810.2054,0.053,160892.3268,0.053,137432.4891,0.053,109777.7908,0.053,77785.60736,0.053,42993.05018,0.053,171249.7952,0.053,149649.6419,0.053,124160.1149,0.053,94286.15022,0.053,60533.63294
0.054,180858.8143,0.054,160934.9702,0.054,137467.3718,0.054,109802.0512,0.054,77794.20446,0.054,42974.77294,0.054,171295.6013,0.054,149688.6807,0.054,124190.141,0.054,94303.42895,0.054,60530.98848
0.055,180908.0409,0.055,160978.1516,0.055,137502.6846,0.055,109826.5863,0.055,77802.83238,0.055,42956.07806,0.055,171341.9879,0.055,149728.2079,0.055,124220.5273,0.055,94320.87571,0.055,60528.19069
0.056,180957.8665,0.056,161021.8543,0.056,137538.4131,0.056,109851.3847,0.056,77811.4831,0.056,42936.96131,0.056,171388.9374,0.056,149768.2081,0.056,124251.2608,0.056,94338.48075,0.056,60525.23334
0.057,181008.2719,0.057,161066.0612,0.057,137574.5429,0.057,109876.4348,0.057,77820.14834,0.057,42917.41839,0.057,171436.4315,0.057,149808.6653,0.057,124282.3284,0.057,94356.23406,0.057,60522.11005
0.058,181059.2374,0.058,161110.7548,0.058,137611.059,0.058,109901.7246,0.058,77828.81965,0.058,42897.44491,0.058,171484.4517,0.058,149849.5633,0.058,124313.7165,0.058,94374.12538,0.058,60518.81427
0.059,181110.7427,0.059,161155.9172,0.059,137647.9459,0.059,109927.2419,0.059,77837.48837,0.059,42877.03641,0.059,171532.9787,0.059,149890.8853,0.059,124345.4113,0.059,94392.14417,0.059,60515.33932
0.06,181162.7672,0.06,161201.5297,0.06,137685.1879,0.06,109952.974,0.06,77846.14559,0.06,42856.18833,0.06,171581.9929,0.06,149932.6141,0.06,124377.3984,0.06,94410.2796,0.06,60511.67835
0.061,181215.2894,0.061,161247.5735,0.061,137722.7688,0.061,109978.908,0.061,77854.78221,0.061,42834.89601,0.061,171631.4741,0.061,149974.732,0.061,124409.6633,0.061,94428.5206,0.061,60507.82435
0.062,181268.2875,0.062,161294.029,0.062,137760.6719,0.062,110005.0307,0.062,77863.3889,0.062,42813.15472,0.062,171681.4016,0.062,150017.221,0.062,124442.1909,0.062,94446.85582,0.062,60503.77015
0.063,181321.7392,0.063,161340.8764,0.063,137798.8803,0.063,110031.3285,0.063,77871.95612,0.063,42790.95965,0.063,171731.7541,0.063,150060.0625,0.063,124474.9659,0.063,94465.27361,0.063,60499.50843
0.064,181375.6212,0.064,161388.0951,0.064,137837.3764,0.064,110057.7874,0.064,77880.47409,0.064,42768.3059,0.064,171782.5099,0.064,150103.2375,0.064,124507.9725,0.064,94483.76205,0.064,60495.03172
0.065,181429.9102,0.065,161435.6643,0.065,137876.1424,0.065,110084.3933,0.065,77888.93281,0.065,42745.18849,0.065,171833.6466,0.065,150146.7265,0.065,124541.1946,0.065,94502.30894,0.065,60490.33236
0.066,181484.582,0.066,161483.5623,0.066,137915.16,0.066,110111.1314,0.066,77897.32204,0.066,42721.60234,0.066,171885.1413,0.066,150190.5095,0.066,124574.6155,0.066,94520.90179,0.066,60485.40255
0.067,181539.6118,0.067,161531.7672,0.067,137954.4102,0.067,110137.9869,0.067,77905.63135,0.067,42697.54231,0.067,171936.9707,0.067,150234.566,0.067,124608.2184,0.067,94539.52781,0.067,60480.23433
0.068,181594.9743,0.068,161580.2566,0.068,137993.8741,0.068,110164.9444,0.068,77913.85004,0.068,42673.00317,0.068,171989.1108,0.068,150278.8752,0.068,124641.9859,0.068,94558.17392,0.068,60474.81957
0.069,181650.6437,0.069,161629.0073,0.069,138033.5318,0.069,110191.9884,0.069,77921.9672,0.069,42647.97961,0.069,172041.537,0.069,150323.4155,0.069,124675.9003,0.069,94576.82678,0.069,60469.14998
0.07,181706.5933,0.07,161677.9957,0.07,138073.3633,0.07,110219.1029,0.07,77929.97168,0.07,42622.46624,0.07,172094.2242,0.07,150368.1651,0.07,124709.9435,0.07,94595.4727,0.07,60463.21711
0.071,181762.7962,0.071,161727.1978,0.071,138113.3481,0.071,110246.2714,0.071,77937.85211,0.071,42596.45761,0.071,172147.1468,0.071,150413.1016,0.071,124744.0969,0.071,94614.09775,0.071,60457.01235
0.072,181819.2246,0.072,161776.589,0.072,138153.465,0.072,110273.4773,0.072,77945.59687,0.072,42569.94817,0.072,172200.2786,0.072,150458.202,0.072,124778.3415,0.072,94632.68766,0.072,60450.52694
0.073,181875.8502,0.073,161826.1439,0.073,138193.6927,0.073,110300.7036,0.073,77953.19412,0.073,42542.93232,0.073,172253.5926,0.073,150503.4429,0.073,124812.658,0.073,94651.22789,0.073,60443.75194
0.074,181932.644,0.074,161875.837,0.074,138234.0091,0.074,110327.9328,0.074,77960.63179,0.074,42515.40437,0.074,172307.0616,0.074,150548.8005,0.074,124847.0267,0.074,94669.7036,0.074,60436.67827
0.075,181989.5766,0.075,161925.642,0.075,138274.392,0.075,110355.1472,0.075,77967.89758,0.075,42487.35858,0.075,172360.6576,0.075,150594.2504,0.075,124881.4273,0.075,94688.09964,0.075,60429.29669
0.076,182046.6178,0.076,161975.532,0.076,138314.8184,0.076,110382.3286,0.076,77974.97896,0.076,42458.78914,0.076,172414.3519,0.076,150639.7675,0.076,124915.8393,0.076,94706.40058,0.076,60421.5978
0.077,182103.7368,0.077,162025.4797,0.077,138355.2652,0.077,110409.4586,0.077,77981.86317,0.077,42429.69017,0.077,172468.1157,0.077,150685.3266,0.077,124950.2417,0.077,94724.59068,0.077,60413.57206
0.078,182160.9024,0.078,162075.4573,0.078,138395.7085,0.078,110436.5184,0.078,77988.53722,0.078,42400.05573,0.078,172521.9191,0.078,150730.9017,0.078,124984.6131,0.078,94742.65394,0.078,60405.20975
0.079,182218.0826,0.079,162125.4363,0.079,138436.1241,0.079,110463.4888,0.079,77994.98791,0.079,42369.87984,0.079,172575.7319,0.079,150776.4665,0.079,125018.9317,0.079,94760.57402,0.079,60396.50105
0.08,182275.2449,0.08,162175.3879,0.08,138476.4874,0.08,110490.3502,0.08,78001.2018,0.08,42339.15644,0.08,172629.5232,0.08,150821.994,0.08,125053.1753,0.08,94778.33434,0.08,60387.43596
0.081,182332.356,0.081,162225.2825,0.081,138516.7733,0.081,110517.0828,0.081,78007.16526,0.081,42307.87943,0.081,172683.2618,0.081,150867.4568,0.081,125087.3213,0.081,94795.91801,0.081,60378.00434
0.082,182389.3824,0.082,162275.0902,0.082,138556.9563,0.082,110543.6664,0.082,78012.86442,0.082,42276.04268,0.082,172736.9157,0.082,150912.8272,0.082,125121.3466,0.082,94813.30786,0.082,60368.19593
0.083,182446.2896,0.083,162324.7804,0.083,138597.0104,0.083,110570.0804,0.083,78018.2852,0.083,42243.64,0.083,172790.4524,0.083,150958.0767,0.083,125155.2281,0.083,94830.48644,0.083,60358.00032
0.084,182503.0428,0.084,162374.3222,0.084,138636.9091,0.084,110596.304,0.084,78023.41334,0.084,42210.66517,0.084,172843.8388,0.084,151003.1766,0.084,125188.9417,0.084,94847.43604,0.084,60347.40697
0.085,182559.6065,0.085,162423.6841,0.085,138676.6257,0.085,110622.316,0.085,78028.23435,0.085,42177.11191,0.085,172897.0414,0.085,151048.0976,0.085,125222.4635,0.085,94864.13867,0.085,60336.40523
0.086,182615.9447,0.086,162472.8339,0.086,138716.1329,0.086,110648.0947,0.086,78032.73355,0.086,42142.97395,0.086,172950.0261,0.086,151092.8099,0.086,125255.7689,0.086,94880.57609,0.086,60324.98432
0.087,182672.0209,0.087,162521.7393,0.087,138755.4031,0.087,110673.6185,0.087,78036.89607,0.087,42108.24498,0.087,173002.7583,0.087,151137.2834,0.087,125288.8329,0.087,94896.72978,0.087,60313.13333
0.088,182727.7979,0.088,162570.3672,0.088,138794.4081,0.088,110698.8652,0.088,78040.70685,0.088,42072.91864,0.088,173055.2028,0.088,151181.4874,0.088,125321.6305,0.088,94912.58099,0.088,60300.84125
0.089,182783.2381,0.089,162618.6842,0.089,138833.1196,0.089,110723.8122,0.089,78044.15066,0.089,42036.98859,0.089,173107.324,0.089,151225.3909,0.089,125354.1359,0.089,94928.11072,0.089,60288.09697
0.09,182838.3034,0.09,162666.6564,0.09,138871.5087,0.09,110748.4369,0.09,78047.21209,0.09,42000.44847,0.09,173159.0858,0.09,151268.9623,0.09,125386.3233,0.09,94943.29971,0.09,60274.88926
0.091,182892.9551,0.091,162714.2495,0.091,138909.5462,0.091,110772.7162,0.091,78049.87556,0.091,41963.29191,0.091,173210.4516,0.091,151312.1698,0.091,125418.1664,0.091,94958.12852,0.091,60261.20683
0.092,182947.154,0.092,162761.4285,0.092,138947.2024,0.092,110796.6269,0.092,78052.12532,0.092,41925.51253,0.092,173261.3844,0.092,151354.9811,0.092,125449.6385,0.092,94972.57744,0.092,60247.03827
0.093,183000.8606,0.093,162808.1585,0.093,138984.4476,0.093,110820.1453,0.093,78053.94549,0.093,41887.10398,0.093,173311.8466,0.093,151397.3634,0.093,125480.7129,0.093,94986.62657,0.093,60232.37209
0.094,183054.0348,0.094,162854.4037,0.094,139021.2513,0.094,110843.2477,0.094,78055.32003,0.094,41848.05989,0.094,173361.8003,0.094,151439.2838,0.094,125511.3622,0.094,95000.25579,0.094,60217.19675
0.095,183106.636,0.095,162900.1281,0.095,139057.5831,0.095,110865.9099,0.095,78056.23276,0.095,41808.37392,0.095,173411.2072,0.095,151480.7088,0.095,125541.5591,0.095,95013.44482,0.095,60201.50061
0.096,183158.6233,0.096,162945.2954,0.096,139093.412,0.096,110888.1078,0.096,78056.66738,0.096,41768.03976,0.096,173460.0285,0.096,151521.6047,0.096,125571.2757,0.096,95026.17314,0.096,60185.27199
0.097,183209.9554,0.097,162989.8688,0.097,139128.7068,0.097,110909.8166,0.097,78056.60747,0.097,41727.05111,0.097,173508.225,0.097,151561.9372,0.097,125600.484,0.097,95038.42011,0.097,60168.49915
0.098,183260.5905,0.098,163033.8114,0.098,139163.436,0.098,110931.0118,0.098,78056.03648,0.098,41685.40173,0.098,173555.7572,0.098,151601.6721,0.098,125629.1558,0.098,95050.16488,0.098,60151.1703
0.099,183310.4866,0.099,163077.0855,0.099,139197.5678,0.099,110951.6684,0.099,78054.93778,0.099,41643.08538,0.099,173602.5854,0.099,151640.7747,0.099,125657.2625,0.099,95061.38647,0.099,60133.27363
0.1,183359.6012,0.1,163119.6537,0.1,139231.0703,0.1,110971.7612,0.1,78053.29465,0.1,41600.0959,0.1,173648.6693,0.1,151679.2098,0.1,125684.7754,0.1,95072.06375,0.1,60114.79726
0.101,183407.8914,0.101,163161.4778,0.101,139263.9111,0.101,110991.265,0.101,78051.09027,0.101,41556.42717,0.101,173693.9684,0.101,151716.9423,0.101,125711.6655,0.101,95082.17546,0.101,60095.72934
0.102,183455.3144,0.102,163202.5197,0.102,139296.0578,0.102,111010.1543,0.102,78048.30776,0.102,41512.07312,0.102,173738.442,0.102,151753.9367,0.102,125737.9037,0.102,95091.70023,0.102,60076.05796
0.103,183501.8266,0.103,163242.7408,0.103,139327.4778,0.103,111028.4036,0.103,78044.93018,0.103,41467.02776,0.103,173782.049,0.103,151790.1572,0.103,125763.4607,0.103,95100.61657,0.103,60055.77123
0.104,183547.3844,0.104,163282.1024,0.104,139358.1382,0.104,111045.987,0.104,78040.94052,0.104,41421.28515,0.104,173824.7482,0.104,151825.5679,0.104,125788.3071,0.104,95108.9029,0.104,60034.85727
0.105,183591.9442,0.105,163320.5655,0.105,139388.0059,0.105,111062.8789,0.105,78036.32177,0.105,41374.83946,0.105,173866.498,0.105,151860.1327,0.105,125812.4132,0.105,95116.53757,0.105,60013.30418
0.106,183635.4617,0.106,163358.0912,0.106,139417.0477,0.106,111079.0531,0.106,78031.05685,0.106,41327.68492,0.106,173907.2569,0.106,151893.8154,0.106,125835.7492,0.106,95123.49885,0.106,59991.10011
0.107,183677.8928,0.107,163394.64,0.107,139445.2305,0.107,111094.4838,0.107,78025.12869,0.107,41279.81585,0.107,173946.9829,0.107,151926.5794,0.107,125858.2855,0.107,95129.76497,0.107,59968.23325
0.108,183719.1932,0.108,163430.1727,0.108,139472.5208,0.108,111109.1448,0.108,78018.52023,0.108,41231.22667,0.108,173985.6341,0.108,151958.3884,0.108,125879.9919,0.108,95135.31412,0.108,59944.69181
0.109,183759.3183,0.109,163464.6498,0.109,139498.8851,0.109,111123.0101,0.109,78011.21439,0.109,41181.91192,0.109,174023.1683,0.109,151989.2056,0.109,125900.8386,0.109,95140.12447,0.109,59920.46405
0.11,183798.2236,0.11,163498.0316,0.11,139524.29,0.11,111136.0535,0.11,78003.19412,0.11,41131.86624,0.11,174059.5435,0.11,152018.9943,0.11,125920.7956,0.11,95144.17418,0.11,59895.53831
0.111,183835.8645,0.111,163530.2786,0.111,139548.7018,0.111,111148.2488,0.111,77994.44244,0.111,41081.08438,0.111,174094.7173,0.111,152047.7179,0.111,125939.8327,0.111,95147.44143,0.111,59869.903
0.112,183872.1963,0.112,163561.3512,0.112,139572.0869,0.112,111159.5699,0.112,77984.94237,0.112,41029.56124,0.112,174128.6475,0.112,152075.3396,0.112,125957.9199,0.112,95149.90443,0.112,59843.5466
0.113,183907.1743,0.113,163591.2098,0.113,139594.412,0.113,111169.9906,0.113,77974.67704,0.113,40977.29182,0.113,174161.292,0.113,152101.8227,0.113,125975.0273,0.113,95151.54143,0.113,59816.45769
0.114,183940.7541,0.114,163619.8147,0.114,139615.6434,0.114,111179.485,0.114,77963.62964,0.114,40924.2713,0.114,174192.6084,0.114,152127.1304,0.114,125991.1248,0.114,95152.33074,0.114,59788.62498
0.115,183972.8911,0.115,163647.1266,0.115,139635.7477,0.115,111188.0271,0.115,77951.78346,0.115,40870.49498,0.115,174222.5548,0.115,152151.2262,0.115,126006.1825,0.115,95152.25077,0.115,59760.03725
0.116,184003.5408,0.116,163673.1059,0.116,139654.6916,0.116,111195.591,0.116,77939.12189,0.116,40815.95831,0.116,174251.089,0.116,152174.0736,0.116,126020.1707,0.116,95151.28,0.116,59730.68345
0.117,184032.6591,0.117,163697.7135,0.117,139672.4419,0.117,111202.1509,0.117,77925.62848,0.117,40760.65693,0.117,174278.1693,0.117,152195.6362,0.117,126033.0597,0.117,95149.39709,0.117,59700.55266
0.118,184060.202,0.118,163720.9103,0.118,139688.9655,0.118,111207.6812,0.118,77911.28688,0.118,40704.58663,0.118,174303.7539,0.118,152215.8778,0.118,126044.8199,0.118,95146.58076,0.118,59669.63411
0.119,184086.1255,0.119,163742.6575,0.119,139704.2296,0.119,111212.1565,0.119,77896.08094,0.119,40647.74338,0.119,174327.8015,0.119,152234.7624,0.119,126055.4219,0.119,95142.80998,0.119,59637.9172
0.12,184110.3863,0.12,163762.9164,0.12,139718.2017,0.12,111215.5515,0.12,77879.99466,0.12,40590.12333,0.12,174350.2708,0.12,152252.2542,0.12,126064.8367,0.12,95138.06383,0.12,59605.39149
0.121,184132.9411,0.121,163781.6487,0.121,139730.8492,0.121,111217.8412,0.121,77863.01226,0.121,40531.72284,0.121,174371.121,0.121,152268.3177,0.121,126073.0354,0.121,95132.32164,0.121,59572.04677
0.122,184153.747,0.122,163798.8165,0.122,139742.1401,0.122,111219.0008,0.122,77845.11814,0.122,40472.53845,0.122,174390.3115,0.122,152282.9178,0.122,126079.9893,0.122,95125.56296,0.122,59537.87299
0.123,184172.7616,0.123,163814.3821,0.123,139752.0427,0.123,111219.0058,0.123,77826.29696,0.123,40412.56693,0.123,174407.8023,0.123,152296.0195,0.123,126085.67,0.123,95117.76757,0.123,59502.86036
0.124,184189.9429,0.124,163828.3083,0.124,139760.5255,0.124,111217.832,0.124,77806.53362,0.124,40351.80523,0.124,174423.5535,0.124,152307.5885,0.124,126090.0495,0.124,95108.91554,0.124,59466.99928
0.125,184205.2496,0.125,163840.5584,0.125,139767.5576,0.125,111215.4556,0.125,77785.81329,0.125,40290.25055,0.125,174437.526,0.125,152317.5907,0.125,126093.1003,0.125,95098.98725,0.125,59430.28043
0.126,184218.6405,0.126,163851.096,0.126,139773.1082,0.126,111211.8529,0.126,77764.12141,0.126,40227.90032,0.126,174449.6811,0.126,152325.9925,0.126,126094.795,0.126,95087.96336,0.126,59392.69472
0.127,184230.0754,0.127,163859.8855,0.127,139777.1473,0.127,111207.0008,0.127,77741.44375,0.127,40164.75219,0.127,174459.9806,0.127,152332.7608,0.127,126095.1067,0.127,95075.8249,0.127,59354.23335
0.128,184239.5147,0.128,163866.8915,0.128,139779.6452,0.128,111200.8767,0.128,77717.76639,0.128,40100.80405,0.128,174468.387,0.128,152337.863,0.128,126094.0091,0.128,95062.55327,0.128,59314.88779
0.129,184246.9191,0.129,163872.0797,0.129,139780.5728,0.129,111193.4582,0.129,77693.07575,0.129,40036.05406,0.129,174474.8633,0.129,152341.2672,0.129,126091.4764,0.129,95048.13024,0.129,59274.64982
