R_gds_inst (Vctrl=0) X,R_gds_inst (Vctrl=0) Y,R_gds_inst (Vctrl=0.1) X,R_gds_inst (Vctrl=0.1) Y,R_gds_inst (Vctrl=0.2) X,R_gds_inst (Vctrl=0.2) Y,R_gds_inst (Vctrl=0.3) X,R_gds_inst (Vctrl=0.3) Y,R_gds_inst (Vctrl=0.4) X,R_gds_inst (Vctrl=0.4) Y,R_gds_inst (Vctrl=0.5) X,R_gds_inst (Vctrl=0.5) Y,R_gds_inst (Vctrl=0.05) X,R_gds_inst (Vctrl=0.05) Y,R_gds_inst (Vctrl=0.15) X,R_gds_inst (Vctrl=0.15) Y,R_gds_inst (Vctrl=0.25) X,R_gds_inst (Vctrl=0.25) Y,R_gds_inst (Vctrl=0.35) X,R_gds_inst (Vctrl=0.35) Y,R_gds_inst (Vctrl=0.45) X,R_gds_inst (Vctrl=0.45) Y
-0.107,183719.193,-0.107,163430.1725,-0.107,139472.5205,-0.107,111109.1445,-0.107,78018.51984,-0.107,41231.2263,-0.107,173985.6338,-0.107,151958.3881,-0.107,125879.9916,-0.107,95135.31375,-0.107,59944.6914
-0.106,183677.8926,-0.106,163394.6398,-0.106,139445.2302,-0.106,111094.4835,-0.106,78025.12831,-0.106,41279.81548,-0.106,173946.9827,-0.106,151926.5792,-0.106,125858.2851,-0.106,95129.7646,-0.106,59968.23285
-0.105,183635.4615,-0.105,163358.0909,-0.105,139417.0475,-0.105,111079.0528,-0.105,78031.05646,-0.105,41327.68455,-0.105,173907.2566,-0.105,151893.8151,-0.105,125835.7489,-0.105,95123.49849,-0.105,59991.09972
-0.104,183591.9439,-0.104,163320.5653,-0.104,139388.0056,-0.104,111062.8785,-0.104,78036.32138,-0.104,41374.8391,-0.104,173866.4978,-0.104,151860.1325,-0.104,125812.4128,-0.104,95116.53721,-0.104,60013.30378
-0.103,183547.3842,-0.103,163282.1021,-0.103,139358.1379,-0.103,111045.9867,-0.103,78040.94014,-0.103,41421.28479,-0.103,173824.7479,-0.103,151825.5677,-0.103,125788.3068,-0.103,95108.90254,-0.103,60034.85688
-0.102,183501.8263,-0.102,163242.7405,-0.102,139327.4775,-0.102,111028.4033,-0.102,78044.9298,-0.102,41467.0274,-0.102,173782.0488,-0.102,151790.1569,-0.102,125763.4604,-0.102,95100.61621,-0.102,60055.77085
-0.101,183455.3141,-0.101,163202.5194,-0.101,139296.0576,-0.101,111010.154,-0.101,78048.30739,-0.101,41512.07276,-0.101,173738.4417,-0.101,151753.9364,-0.101,125737.9034,-0.101,95091.69988,-0.101,60076.05758
-0.1,183407.8912,-0.1,163161.4776,-0.1,139263.9108,-0.1,110991.2647,-0.1,78051.0899,-0.1,41556.42681,-0.1,173693.9682,-0.1,151716.942,-0.1,125711.6652,-0.1,95082.17511,-0.1,60095.72896
-0.099,183359.601,-0.099,163119.6535,-0.099,139231.07,-0.099,110971.7609,-0.099,78053.29429,-0.099,41600.09555,-0.099,173648.669,-0.099,151679.2095,-0.099,125684.775,-0.099,95072.0634,-0.099,60114.79689
-0.098,183310.4864,-0.098,163077.0853,-0.098,139197.5675,-0.098,110951.6681,-0.098,78054.93742,-0.098,41643.08503,-0.098,173602.5852,-0.098,151640.7744,-0.098,125657.2622,-0.098,95061.38612,-0.098,60133.27325
-0.097,183260.5903,-0.097,163033.8111,-0.097,139163.4357,-0.097,110931.0115,-0.097,78056.03612,-0.097,41685.40138,-0.097,173555.757,-0.097,151601.6719,-0.097,125629.1555,-0.097,95050.16453,-0.097,60151.16993
-0.096,183209.9552,-0.096,162989.8686,-0.096,139128.7065,-0.096,110909.8163,-0.096,78056.60711,-0.096,41727.05077,-0.096,173508.2247,-0.096,151561.937,-0.096,125600.4837,-0.096,95038.41977,-0.096,60168.49878
-0.095,183158.6231,-0.095,162945.2952,-0.095,139093.4117,-0.095,110888.1074,-0.095,78056.66702,-0.095,41768.03942,-0.095,173460.0282,-0.095,151521.6044,-0.095,125571.2754,-0.095,95026.17281,-0.095,60185.27163
-0.094,183106.6358,-0.094,162900.1279,-0.094,139057.5828,-0.094,110865.9096,-0.094,78056.23241,-0.094,41808.37358,-0.094,173411.207,-0.094,151480.7086,-0.094,125541.5588,-0.094,95013.44448,-0.094,60201.50025
-0.093,183054.0346,-0.093,162854.4034,-0.093,139021.2511,-0.093,110843.2474,-0.093,78055.31968,-0.093,41848.05955,-0.093,173361.8001,-0.093,151439.2836,-0.093,125511.3619,-0.093,95000.25546,-0.093,60217.19639
-0.092,183000.8604,-0.092,162808.1582,-0.092,138984.4473,-0.092,110820.145,-0.092,78053.94515,-0.092,41887.10365,-0.092,173311.8464,-0.092,151397.3632,-0.092,125480.7126,-0.092,94986.62624,-0.092,60232.37174
-0.091,182947.1538,-0.091,162761.4283,-0.091,138947.2022,-0.091,110796.6266,-0.091,78052.12498,-0.091,41925.51221,-0.091,173261.3842,-0.091,151354.9808,-0.091,125449.6382,-0.091,94972.57711,-0.091,60247.03792
-0.09,182892.9549,-0.09,162714.2492,-0.09,138909.5459,-0.09,110772.7159,-0.09,78049.87522,-0.09,41963.29159,-0.09,173210.4514,-0.09,151312.1695,-0.09,125418.1661,-0.09,94958.1282,-0.09,60261.20649
-0.089,182838.3032,-0.089,162666.6562,-0.089,138871.5084,-0.089,110748.4366,-0.089,78047.21176,-0.089,42000.44815,-0.089,173159.0856,-0.089,151268.962,-0.089,125386.323,-0.089,94943.29939,-0.089,60274.88892
-0.088,182783.2379,-0.088,162618.684,-0.088,138833.1193,-0.088,110723.8119,-0.088,78044.15033,-0.088,42036.98828,-0.088,173107.3238,-0.088,151225.3906,-0.088,125354.1357,-0.088,94928.1104,-0.088,60288.09663
-0.087,182727.7977,-0.087,162570.367,-0.087,138794.4079,-0.087,110698.8649,-0.087,78040.70652,-0.087,42072.91832,-0.087,173055.2026,-0.087,151181.4872,-0.087,125321.6302,-0.087,94912.58067,-0.087,60300.84091
-0.086,182672.0207,-0.086,162521.7391,-0.086,138755.4028,-0.086,110673.6182,-0.086,78036.89574,-0.086,42108.24466,-0.086,173002.758,-0.086,151137.2832,-0.086,125288.8327,-0.086,94896.72947,-0.086,60313.13299
-0.085,182615.9445,-0.085,162472.8337,-0.085,138716.1327,-0.085,110648.0945,-0.085,78032.73322,-0.085,42142.97365,-0.085,172950.0259,-0.085,151092.8097,-0.085,125255.7686,-0.085,94880.57578,-0.085,60324.98399
-0.084,182559.6063,-0.084,162423.6838,-0.084,138676.6255,-0.084,110622.3157,-0.084,78028.23403,-0.084,42177.11161,-0.084,172897.0412,-0.084,151048.0974,-0.084,125222.4632,-0.084,94864.13837,-0.084,60336.40491
-0.083,182503.0425,-0.083,162374.322,-0.083,138636.9089,-0.083,110596.3037,-0.083,78023.41303,-0.083,42210.66486,-0.083,172843.8386,-0.083,151003.1764,-0.083,125188.9414,-0.083,94847.43574,-0.083,60347.40665
-0.082,182446.2894,-0.082,162324.7802,-0.082,138597.0101,-0.082,110570.0801,-0.082,78018.28489,-0.082,42243.6397,-0.082,172790.4521,-0.082,150958.0765,-0.082,125155.2278,-0.082,94830.48614,-0.082,60358
-0.081,182389.3822,-0.081,162275.09,-0.081,138556.9561,-0.081,110543.6661,-0.081,78012.86411,-0.081,42276.04239,-0.081,172736.9155,-0.081,150912.827,-0.081,125121.3464,-0.081,94813.30756,-0.081,60368.19561
-0.08,182332.3558,-0.08,162225.2823,-0.08,138516.7731,-0.08,110517.0825,-0.08,78007.16496,-0.08,42307.87914,-0.08,172683.2616,-0.08,150867.4566,-0.08,125087.321,-0.08,94795.91772,-0.08,60378.00403
-0.079,182275.2447,-0.079,162175.3877,-0.079,138476.4872,-0.079,110490.3499,-0.079,78001.2015,-0.079,42339.15615,-0.079,172629.523,-0.079,150821.9937,-0.079,125053.175,-0.079,94778.33406,-0.079,60387.43565
-0.078,182218.0824,-0.078,162125.4361,-0.078,138436.1239,-0.078,110463.4885,-0.078,77994.98761,-0.078,42369.87955,-0.078,172575.7316,-0.078,150776.4662,-0.078,125018.9314,-0.078,94760.57374,-0.078,60396.50075
-0.077,182160.9023,-0.077,162075.4571,-0.077,138395.7082,-0.077,110436.5181,-0.077,77988.53693,-0.077,42400.05545,-0.077,172521.9189,-0.077,150730.9015,-0.077,124984.6129,-0.077,94742.65366,-0.077,60405.20946
-0.076,182103.7366,-0.076,162025.4795,-0.076,138355.265,-0.076,110409.4584,-0.076,77981.86288,-0.076,42429.68989,-0.076,172468.1155,-0.076,150685.3264,-0.076,124950.2415,-0.076,94724.59041,-0.076,60413.57176
-0.075,182046.6176,-0.075,161975.5318,-0.075,138314.8182,-0.075,110382.3284,-0.075,77974.97868,-0.075,42458.78887,-0.075,172414.3518,-0.075,150639.7673,-0.075,124915.8391,-0.075,94706.40031,-0.075,60421.59751
-0.074,181989.5764,-0.074,161925.6418,-0.074,138274.3918,-0.074,110355.1469,-0.074,77967.8973,-0.074,42487.35831,-0.074,172360.6574,-0.074,150594.2502,-0.074,124881.4271,-0.074,94688.09937,-0.074,60429.2964
-0.073,181932.6438,-0.073,161875.8368,-0.073,138234.0089,-0.073,110327.9326,-0.073,77960.63151,-0.073,42515.4041,-0.073,172307.0614,-0.073,150548.8003,-0.073,124847.0264,-0.073,94669.70333,-0.073,60436.67799
-0.072,181875.85,-0.072,161826.1437,-0.072,138193.6924,-0.072,110300.7034,-0.072,77953.19384,-0.072,42542.93205,-0.072,172253.5924,-0.072,150503.4427,-0.072,124812.6578,-0.072,94651.22763,-0.072,60443.75166
-0.071,181819.2244,-0.071,161776.5888,-0.071,138153.4648,-0.071,110273.4771,-0.071,77945.5966,-0.071,42569.94791,-0.071,172200.2784,-0.071,150458.2018,-0.071,124778.3412,-0.071,94632.6874,-0.071,60450.52666
-0.07,181762.796,-0.07,161727.1976,-0.07,138113.3478,-0.07,110246.2712,-0.07,77937.85184,-0.07,42596.45735,-0.07,172147.1466,-0.07,150413.1014,-0.07,124744.0966,-0.07,94614.09749,-0.07,60457.01208
-0.069,181706.5932,-0.069,161677.9955,-0.069,138073.3631,-0.069,110219.1026,-0.069,77929.97142,-0.069,42622.46599,-0.069,172094.224,-0.069,150368.1649,-0.069,124709.9433,-0.069,94595.47245,-0.069,60463.21684
-0.068,181650.6435,-0.068,161629.0071,-0.068,138033.5316,-0.068,110191.9882,-0.068,77921.96694,-0.068,42647.97936,-0.068,172041.5368,-0.068,150323.4153,-0.068,124675.9001,-0.068,94576.82653,-0.068,60469.14971
-0.067,181594.9742,-0.067,161580.2564,-0.067,137993.8739,-0.067,110164.9442,-0.067,77913.84979,-0.067,42673.00292,-0.067,171989.1106,-0.067,150278.875,-0.067,124641.9857,-0.067,94558.17367,-0.067,60474.81931
-0.066,181539.6116,-0.066,161531.767,-0.066,137954.41,-0.066,110137.9867,-0.066,77905.6311,-0.066,42697.54206,-0.066,171936.9705,-0.066,150234.5658,-0.066,124608.2182,-0.066,94539.52756,-0.066,60480.23407
-0.065,181484.5818,-0.065,161483.5621,-0.065,137915.1597,-0.065,110111.1312,-0.065,77897.3218,-0.065,42721.6021,-0.065,171885.1411,-0.065,150190.5093,-0.065,124574.6153,-0.065,94520.90155,-0.065,60485.4023
-0.064,181429.9101,-0.064,161435.6641,-0.064,137876.1422,-0.064,110084.393,-0.064,77888.93256,-0.064,42745.18825,-0.064,171833.6464,-0.064,150146.7263,-0.064,124541.1943,-0.064,94502.3087,-0.064,60490.33211
-0.063,181375.6211,-0.063,161388.0949,-0.063,137837.3762,-0.063,110057.7872,-0.063,77880.47385,-0.063,42768.30567,-0.063,171782.5097,-0.063,150103.2373,-0.063,124507.9723,-0.063,94483.76182,-0.063,60495.03147
-0.062,181321.739,-0.062,161340.8762,-0.062,137798.8801,-0.062,110031.3283,-0.062,77871.95588,-0.062,42790.95942,-0.062,171731.7539,-0.062,150060.0623,-0.062,124474.9657,-0.062,94465.27338,-0.062,60499.50819
-0.061,181268.2874,-0.061,161294.0289,-0.061,137760.6717,-0.061,110005.0305,-0.061,77863.38867,-0.061,42813.15449,-0.061,171681.4014,-0.061,150017.2208,-0.061,124442.1907,-0.061,94446.85559,-0.061,60503.76991
-0.06,181215.2893,-0.06,161247.5733,-0.06,137722.7686,-0.06,109978.9078,-0.06,77854.78198,-0.06,42834.89578,-0.06,171631.474,-0.06,149974.7318,-0.06,124409.6631,-0.06,94428.52038,-0.06,60507.82411
-0.059,181162.767,-0.059,161201.5295,-0.059,137685.1877,-0.059,109952.9738,-0.059,77846.14536,-0.059,42856.18811,-0.059,171581.9928,-0.059,149932.6139,-0.059,124377.3982,-0.059,94410.27938,-0.059,60511.67812
-0.058,181110.7426,-0.058,161155.917,-0.058,137647.9457,-0.058,109927.2417,-0.058,77837.48814,-0.058,42877.0362,-0.058,171532.9785,-0.058,149890.8851,-0.058,124345.4111,-0.058,94392.14395,-0.058,60515.3391
-0.057,181059.2372,-0.057,161110.7547,-0.057,137611.0588,-0.057,109901.7244,-0.057,77828.81943,-0.057,42897.4447,-0.057,171484.4515,-0.057,149849.5631,-0.057,124313.7163,-0.057,94374.12517,-0.057,60518.81405
-0.056,181008.2717,-0.056,161066.061,-0.056,137574.5427,-0.056,109876.4346,-0.056,77820.14812,-0.056,42917.41818,-0.056,171436.4313,-0.056,149808.6651,-0.056,124282.3282,-0.056,94356.23386,-0.056,60522.10983
-0.055,180957.8663,-0.055,161021.8541,-0.055,137538.4129,-0.055,109851.3845,-0.055,77811.48288,-0.055,42936.9611,-0.055,171388.9372,-0.055,149768.2079,-0.055,124251.2607,-0.055,94338.48054,-0.055,60525.23313
-0.054,180908.0408,-0.054,160978.1514,-0.054,137502.6844,-0.054,109826.5861,-0.054,77802.83218,-0.054,42956.07786,-0.054,171341.9877,-0.054,149728.2077,-0.054,124220.5271,-0.054,94320.8755,-0.054,60528.19048
-0.053,180858.8142,-0.053,160934.9701,-0.053,137467.3717,-0.053,109802.051,-0.053,77794.20425,-0.053,42974.77275,-0.053,171295.6012,-0.053,149688.6805,-0.053,124190.1409,-0.053,94303.42875,-0.053,60530.98827
-0.052,180810.2053,-0.052,160892.3266,-0.052,137432.4889,-0.052,109777.7906,-0.052,77785.60716,-0.052,42993.04998,-0.052,171249.7951,-0.052,149649.6417,-0.052,124160.1147,-0.052,94286.15003,-0.052,60533.63274
-0.051,180762.2322,-0.051,160850.2373,-0.051,137398.0501,-0.051,109753.816,-0.051,77777.04872,-0.051,43010.9137,-0.051,171204.5868,-0.051,149611.1063,-0.051,124130.4611,-0.051,94269.04884,-0.051,60536.12995
-0.05,180714.9126,-0.05,160808.7178,-0.05,137364.0685,-0.05,109730.1378,-0.05,77768.53659,-0.05,43028.36793,-0.05,171159.993,-0.05,149573.089,-0.05,124101.1921,-0.05,94252.13441,-0.05,60538.48586
-0.049,180668.2637,-0.049,160767.7834,-0.049,137330.5572,-0.049,109706.7666,-0.049,77760.07818,-0.049,43045.41663,-0.049,171116.03,-0.049,149535.604,-0.049,124072.3197,-0.049,94235.41575,-0.049,60540.70623
-0.048,180622.3021,-0.048,160727.449,-0.048,137297.529,-0.048,109683.7124,-0.048,77751.68074,-0.048,43062.06366,-0.048,171072.7135,-0.048,149498.6651,-0.048,124043.8554,-0.048,94218.90159,-0.048,60542.79672
-0.047,180577.0442,-0.047,160687.729,-0.047,137264.9961,-0.047,109660.9853,-0.047,77743.3513,-0.047,43078.31281,-0.047,171030.059,-0.047,149462.2858,-0.047,124015.8101,-0.047,94202.60046,-0.047,60544.7628
-0.046,180532.5056,-0.046,160648.6374,-0.046,137232.9707,-0.046,109638.5947,-0.046,77735.09671,-0.046,43094.16778,-0.046,170988.0813,-0.046,149426.4791,-0.046,123988.1949,-0.046,94186.5206,-0.046,60546.60984
-0.045,180488.7016,-0.045,160610.1879,-0.045,137201.4642,-0.045,109616.5501,-0.045,77726.92364,-0.045,43109.63217,-0.045,170946.795,-0.045,149391.2577,-0.045,123961.0203,-0.045,94170.67007,-0.045,60548.34304
-0.044,180445.6471,-0.044,160572.3937,-0.044,137170.4881,-0.044,109594.8604,-0.044,77718.83856,-0.044,43124.70951,-0.044,170906.2141,-0.044,149356.6338,-0.044,123934.2964,-0.044,94155.05665,-0.044,60549.96748
-0.043,180403.3564,-0.043,160535.2675,-0.043,137140.0533,-0.043,109573.5345,-0.043,77710.84776,-0.043,43139.40323,-0.043,170866.3522,-0.043,149322.6194,-0.043,123908.0331,-0.043,94139.68794,-0.043,60551.48808
-0.042,180361.8436,-0.042,160498.8219,-0.042,137110.1704,-0.042,109552.5809,-0.042,77702.95734,-0.042,43153.71669,-0.042,170827.2226,-0.042,149289.2261,-0.042,123882.2402,-0.042,94124.57128,-0.042,60552.90964
-0.041,180321.1222,-0.041,160463.0688,-0.041,137080.8498,-0.041,109532.0078,-0.041,77695.17322,-0.041,43167.65317,-0.041,170788.8381,-0.041,149256.4651,-0.041,123856.927,-0.041,94109.71382,-0.041,60554.23682
-0.04,180281.2054,-0.04,160428.02,-0.04,137052.1013,-0.04,109511.8233,-0.04,77687.50118,-0.04,43181.21583,-0.04,170751.2112,-0.04,149224.3473,-0.04,123832.1024,-0.04,94095.12246,-0.04,60555.47416
-0.039,180242.1057,-0.039,160393.6868,-0.039,137023.9348,-0.039,109492.0352,-0.039,77679.94679,-0.039,43194.4078,-0.039,170714.3539,-0.039,149192.8831,-0.039,123807.7752,-0.039,94080.80392,-0.039,60556.62604
-0.038,180203.8355,-0.038,160360.0801,-0.038,136996.3596,-0.038,109472.6509,-0.038,77672.51545,-0.038,43207.23208,-0.038,170678.2777,-0.038,149162.0829,-0.038,123783.954,-0.038,94066.7647,-0.038,60557.69673
-0.037,180166.4068,-0.037,160327.2106,-0.037,136969.3848,-0.037,109453.6778,-0.037,77665.21241,-0.037,43219.69161,-0.037,170642.9941,-0.037,149131.9564,-0.037,123760.6469,-0.037,94053.01108,-0.037,60558.69039
-0.036,180129.831,-0.036,160295.0884,-0.036,136943.0191,-0.036,109435.1229,-0.036,77658.04274,-0.036,43231.78925,-0.036,170608.5139,-0.036,149102.5133,-0.036,123737.8619,-0.036,94039.54916,-0.036,60559.611
-0.035,180094.1192,-0.035,160263.7236,-0.035,136917.2709,-0.035,109416.993,-0.035,77651.01136,-0.035,43243.52777,-0.035,170574.8477,-0.035,149073.7626,-0.035,123715.6066,-0.035,94026.38483,-0.035,60560.46247
-0.034,180059.2823,-0.034,160233.1256,-0.034,136892.1487,-0.034,109399.2948,-0.034,77644.12301,-0.034,43254.90986,-0.034,170542.0056,-0.034,149045.7134,-0.034,123693.8886,-0.034,94013.52379,-0.034,60561.24856
-0.033,180025.3306,-0.033,160203.3037,-0.033,136867.6601,-0.033,109382.0345,-0.033,77637.3823,-0.033,43265.93813,-0.033,170509.9975,-0.033,149018.3743,-0.033,123672.7149,-0.033,94000.97152,-0.033,60561.97291
-0.032,179992.2741,-0.032,160174.2668,-0.032,136843.8129,-0.032,109365.2183,-0.032,77630.79366,-0.032,43276.61511,-0.032,170478.8329,-0.032,148991.7535,-0.032,123652.0924,-0.032,93988.73335,-0.032,60562.63904
-0.031,179960.1224,-0.031,160146.0236,-0.031,136820.6144,-0.031,109348.8521,-0.031,77624.36136,-0.031,43286.94324,-0.031,170448.5209,-0.031,148965.859,-0.031,123632.0279,-0.031,93976.81441,-0.031,60563.25035
-0.03,179928.8849,-0.03,160118.5823,-0.03,136798.0718,-0.03,109332.9417,-0.03,77618.08954,-0.03,43296.9249,-0.03,170419.0703,-0.03,148940.6986,-0.03,123612.5278,-0.03,93965.21962,-0.03,60563.81014
-0.029,179898.5705,-0.029,160091.9509,-0.029,136776.1918,-0.029,109317.4925,-0.029,77611.98219,-0.029,43306.56238,-0.029,170390.4896,-0.029,148916.2798,-0.029,123593.5982,-0.029,93953.95375,-0.029,60564.32156
-0.028,179869.1879,-0.028,160066.137,-0.028,136754.981,-0.028,109302.5098,-0.028,77606.04313,-0.028,43315.85789,-0.028,170362.787,-0.028,148892.6095,-0.028,123575.2451,-0.028,93943.02138,-0.028,60564.78767
-0.027,179840.7452,-0.027,160041.1481,-0.027,136734.4458,-0.027,109287.9988,-0.027,77600.27604,-0.027,43324.81357,-0.027,170335.9703,-0.027,148869.6948,-0.027,123557.4742,-0.027,93932.42691,-0.027,60565.21141
-0.026,179813.2505,-0.026,160016.9912,-0.026,136714.5921,-0.026,109273.9642,-0.026,77594.68448,-0.026,43333.43146,-0.026,170310.0471,-0.026,148847.5421,-0.026,123540.291,-0.026,93922.17456,-0.026,60565.5956
-0.025,179786.7114,-0.025,159993.673,-0.025,136695.4259,-0.025,109260.4107,-0.025,77589.27185,-0.025,43341.71354,-0.025,170285.0245,-0.025,148826.1578,-0.025,123523.7008,-0.025,93912.2684,-0.025,60565.94297
-0.024,179761.1351,-0.024,159971.2002,-0.024,136676.9526,-0.024,109247.343,-0.024,77584.04139,-0.024,43349.66173,-0.024,170260.9095,-0.024,148805.548,-0.024,123507.7086,-0.024,93902.71232,-0.024,60566.25611
-0.023,179736.5287,-0.023,159949.5789,-0.023,136659.1776,-0.023,109234.7651,-0.023,77578.99623,-0.023,43357.27783,-0.023,170237.7086,-0.023,148785.7185,-0.023,123492.3193,-0.023,93893.51002,-0.023,60566.53753
-0.022,179712.8987,-0.022,159928.815,-0.022,136642.1061,-0.022,109222.6813,-0.022,77574.13937,-0.022,43364.5636,-0.022,170215.4283,-0.022,148766.6746,-0.022,123477.5374,-0.022,93884.66508,-0.022,60566.7896
-0.021,179690.2516,-0.021,159908.9142,-0.021,136625.7427,-0.021,109211.0955,-0.021,77569.47363,-0.021,43371.52072,-0.021,170194.0745,-0.021,148748.4219,-0.021,123463.3674,-0.021,93876.18087,-0.021,60567.01462
-0.02,179668.5935,-0.02,159889.8819,-0.02,136610.0922,-0.02,109200.0113,-0.02,77565.00174,-0.02,43378.15077,-0.02,170173.6529,-0.02,148730.9652,-0.02,123449.8134,-0.02,93868.06064,-0.02,60567.21475
-0.019,179647.9299,-0.019,159871.7232,-0.019,136595.159,-0.019,109189.4323,-0.019,77560.72628,-0.019,43384.45528,-0.019,170154.169,-0.019,148714.3093,-0.019,123436.8795,-0.019,93860.30745,-0.019,60567.39207
-0.018,179628.2665,-0.018,159854.443,-0.018,136580.9471,-0.018,109179.3619,-0.018,77556.64969,-0.018,43390.4357,-0.018,170135.6279,-0.018,148698.4588,-0.018,123424.5693,-0.018,93852.92421,-0.018,60567.54853
-0.017,179609.6084,-0.017,159838.0459,-0.017,136567.4606,-0.017,109169.8033,-0.017,77552.77429,-0.017,43396.09339,-0.017,170118.0347,-0.017,148683.4179,-0.017,123412.8865,-0.017,93845.91369,-0.017,60567.68601
-0.016,179591.9604,-0.016,159822.5362,-0.016,136554.7032,-0.016,109160.7594,-0.016,77549.10228,-0.016,43401.42966,-0.016,170101.3937,-0.016,148669.1907,-0.016,123401.8345,-0.016,93839.27849,-0.016,60567.80625
-0.015,179575.3271,-0.015,159807.9179,-0.015,136542.6783,-0.015,109152.233,-0.015,77545.63572,-0.015,43406.44573,-0.015,170085.7095,-0.015,148655.781,-0.015,123391.4163,-0.015,93833.02106,-0.015,60567.91092
-0.014,179559.7129,-0.014,159794.195,-0.014,136531.3893,-0.014,109144.2269,-0.014,77542.37653,-0.014,43411.14275,-0.014,170070.9861,-0.014,148643.1923,-0.014,123381.6351,-0.014,93827.1437,-0.014,60568.00158
-0.013,179545.1216,-0.013,159781.371,-0.013,136520.8392,-0.013,109136.7435,-0.013,77539.32653,-0.013,43415.5218,-0.013,170057.2272,-0.013,148631.428,-0.013,123372.4935,-0.013,93821.64856,-0.013,60568.07967
-0.012,179531.5571,-0.012,159769.4492,-0.012,136511.0309,-0.012,109129.785,-0.012,77536.48741,-0.012,43419.58388,-0.012,170044.4365,-0.012,148620.4912,-0.012,123363.9942,-0.012,93816.53763,-0.012,60568.14656
-0.011,179519.0229,-0.011,159758.4327,-0.011,136501.9669,-0.011,109123.3537,-0.011,77533.86072,-0.011,43423.32991,-0.011,170032.6172,-0.011,148610.3847,-0.011,123356.1395,-0.011,93811.81278,-0.011,60568.2035
-0.01,179507.522,-0.01,159748.3243,-0.01,136493.6498,-0.01,109117.4515,-0.01,77531.4479,-0.01,43426.76077,-0.01,170021.7722,-0.01,148601.1112,-0.01,123348.9317,-0.01,93807.47571,-0.01,60568.25164
-0.009,179497.0575,-0.009,159739.1267,-0.009,136486.0818,-0.009,109112.0801,-0.009,77529.25026,-0.009,43429.87724,-0.009,170011.9045,-0.009,148592.6731,-0.009,123342.3727,-0.009,93803.52798,-0.009,60568.29205
-0.008,179487.632,-0.008,159730.8421,-0.008,136479.2648,-0.008,109107.2413,-0.008,77527.269,-0.008,43432.68003,-0.008,170003.0164,-0.008,148585.0726,-0.008,123336.4645,-0.008,93799.971,-0.008,60568.32569
-0.007,179479.2478,-0.007,159723.4728,-0.007,136473.2008,-0.007,109102.9364,-0.007,77525.50519,-0.007,43435.16978,-0.007,169995.1103,-0.007,148578.3116,-0.007,123331.2086,-0.007,93796.80605,-0.007,60568.35342
-0.006,179471.907,-0.006,159717.0205,-0.006,136467.8912,-0.006,109099.1669,-0.006,77523.95979,-0.006,43437.34707,-0.006,169988.1881,-0.006,148572.392,-0.006,123326.6065,-0.006,93794.03426,-0.006,60568.37601
-0.005,179465.6115,-0.005,159711.487,-0.005,136463.3376,-0.005,109095.9337,-0.005,77522.63361,-0.005,43439.21239,-0.005,169982.2515,-0.005,148567.3152,-0.005,123322.6595,-0.005,93791.65661,-0.005,60568.39413
-0.004,179460.3628,-0.004,159706.8736,-0.004,136459.541,-0.004,109093.2379,-0.004,77521.52738,-0.004,43440.76618,-0.004,169977.3021,-0.004,148563.0825,-0.004,123319.3686,-0.004,93789.67395,-0.004,60568.40835
-0.003,179456.1623,-0.003,159703.1814,-0.003,136456.5026,-0.003,109091.0803,-0.003,77520.64168,-0.003,43442.00878,-0.003,169973.3411,-0.003,148559.6951,-0.003,123316.7349,-0.003,93788.08698,-0.003,60568.41916
-0.002,179453.011,-0.002,159700.4115,-0.002,136454.2231,-0.002,109089.4615,-0.002,77519.977,-0.002,43442.94048,-0.002,169970.3694,-0.002,148557.1538,-0.002,123314.7589,-0.002,93786.89626,-0.002,60568.42693
-0.001,179450.9097,-0.001,159698.5645,-0.001,136452.703,-0.001,109088.3821,-0.001,77519.53368,-0.001,43443.56149,-0.001,169968.3879,-0.001,148555.4592,-0.001,123313.4413,-0.001,93786.10221,-0.001,60568.43195
0,179449.859,0,159697.6409,0,136451.9429,0,109087.8423,0,77519.31196,0,43443.87197,0,169967.3971,0,148554.6118,0,123312.7824,0,93785.70512,0,60568.43442
0.001,179449.859,0.001,159697.6409,0.001,136451.9429,0.001,109087.8423,0.001,77519.31196,0.001,43443.87197,0.001,169967.3971,0.001,148554.6118,0.001,123312.7824,0.001,93785.70512,0.001,60568.43442
0.002,179450.9097,0.002,159698.5645,0.002,136452.703,0.002,109088.3821,0.002,77519.53368,0.002,43443.5615,0.002,169968.3879,0.002,148555.4592,0.002,123313.4413,0.002,93786.10222,0.002,60568.43196
0.003,179453.011,0.003,159700.4115,0.003,136454.2231,0.003,109089.4615,0.003,77519.97701,0.003,43442.94049,0.003,169970.3694,0.003,148557.1538,0.003,123314.7589,0.003,93786.89627,0.003,60568.42694
0.004,179456.1623,0.004,159703.1815,0.004,136456.5026,0.004,109091.0803,0.004,77520.64169,0.004,43442.00879,0.004,169973.3411,0.004,148559.6951,0.004,123316.7349,0.004,93788.08699,0.004,60568.41917
0.005,179460.3628,0.005,159706.8736,0.005,136459.541,0.005,109093.2379,0.005,77521.52739,0.005,43440.76619,0.005,169977.3021,0.005,148563.0825,0.005,123319.3687,0.005,93789.67396,0.005,60568.40837
