Vin,179944,97512,66855,50867,41056,34392,29618,26008,23171,20898,19038,17466,16122,15000
-0.199,176531.7951,94164.84296,65347.98564,49836.49252,40253.91017,33731.79744,29005.18277,25404.55998,22554.59099,20254.20711,18357.77068,16743.62624,15352.92357,14182.27455
-0.198,176767.6978,94295.94392,65435.31416,49902.89691,40307.57548,33776.81197,29043.83904,25438.55951,22585.06728,20281.9937,18383.49421,16767.7558,15375.85105,14204.35908
-0.197,176920.817,94396.50869,65495.04564,49946.99339,40342.79039,33806.17328,29069.65677,25461.9918,22606.86548,20302.68066,18403.4371,16787.2129,15395.01816,14223.38915
-0.196,177072.4538,94496.29103,65554.22977,49990.67166,40377.66733,33835.25133,29095.23119,25485.21141,22628.47537,20323.199,18423.22755,16806.53126,15414.05823,14242.3019
-0.195,177222.564,94595.26667,65612.85009,50033.91922,40412.19621,33864.03769,29120.555,25508.21194,22649.89122,20343.54354,18442.86082,16825.70651,15432.9672,14261.09353
-0.194,177371.1036,94693.41126,65670.89012,50076.72357,40446.36696,33892.52392,29145.62093,25530.98698,22671.1073,20363.70906,18462.33216,16844.73426,15451.74099,14279.76023
-0.193,177518.0285,94790.70053,65728.33344,50119.07225,40480.16954,33920.70161,29170.42171,25553.53013,22692.11789,20383.69039,18481.6368,16863.61013,15470.37554,14298.2982
-0.192,177663.2951,94887.11033,65785.16375,50160.95291,40513.59398,33948.56241,29194.95015,25575.83505,22712.91731,20403.48238,18500.77004,16882.32976,15488.86679,14316.70363
-0.191,177806.8602,94982.61664,65841.36485,50202.35326,40546.63038,33976.09805,29219.19909,25597.89542,22733.4999,20423.07991,18519.72717,16900.88879,15507.2107,14334.97274
-0.19,177948.6806,95077.19558,65896.92066,50243.26112,40579.26893,34003.30029,29243.16143,25619.70499,22753.86007,20442.47788,18538.50352,16919.28293,15525.40325,14353.10176
-0.189,178088.7139,95170.82349,65951.81529,50283.66443,40611.4999,34030.16101,29266.83015,25641.25756,22773.99226,20461.67124,18557.09447,16937.50788,15543.44046,14371.08695
-0.188,178226.9181,95263.47689,66006.03297,50323.55127,40643.3137,34056.67216,29290.1983,25662.547,22793.89097,20480.65501,18575.49541,16955.55938,15561.31835,14388.92456
-0.187,178363.2514,95355.13257,66059.55816,50362.90985,40674.70082,34082.82581,29313.25901,25683.56725,22813.55076,20499.42424,18593.7018,16973.43323,15579.03299,14406.61091
-0.186,178497.6731,95445.76756,66112.3755,50401.72857,40705.65191,34108.61411,29336.00551,25704.31233,22832.96627,20517.97404,18611.70915,16991.12526,15596.5805,14424.14234
-0.185,178630.1428,95535.35923,66164.46987,50439.99598,40736.15776,34134.02935,29358.43113,25724.77634,22852.1322,20536.2996,18629.51303,17008.63134,15613.95702,14441.51521
-0.184,178760.6208,95623.88524,66215.82641,50477.70082,40766.2093,34159.06396,29380.52932,25744.9535,22871.04335,20554.39617,18647.10905,17025.94742,15631.15875,14458.72594
-0.183,178889.0683,95711.32361,66266.43049,50514.83207,40795.79764,34183.71049,29402.29364,25764.8381,22889.69459,20572.25909,18664.49293,17043.06949,15648.18194,14475.77099
-0.182,179015.4471,95797.65276,66316.26781,50551.37889,40824.91408,34207.96165,29423.71778,25784.42458,22908.08091,20589.88376,18681.66041,17059.99362,15665.02289,14492.64686
-0.181,179139.72,95882.85149,66365.32435,50587.3307,40853.55008,34231.81031,29444.79557,25803.70745,22926.19739,20607.26571,18698.60736,17076.71592,15681.67798,14509.35013
-0.18,179261.8505,95966.89908,66413.58641,50622.67717,40881.69734,34255.24951,29465.52098,25822.68139,22944.03922,20624.40052,18715.3297,17093.23262,15698.14364,14525.87741
-0.179,179381.8033,96049.77523,66461.04065,50657.40823,40909.34775,34278.27249,29485.88814,25841.3412,22961.6017,20641.28391,18731.82346,17109.53999,15714.41638,14542.22539
-0.178,179499.5438,96131.46018,66507.67409,50691.51409,40936.49344,34300.87263,29505.89135,25859.6818,22978.88026,20657.91169,18748.08476,17125.63441,15730.49276,14558.39082
-0.177,179615.0388,96211.93466,66553.47412,50724.98525,40963.12676,34323.04357,29525.52505,25877.69829,22995.87047,20674.27979,18764.10982,17141.51233,15746.36946,14574.37051
-0.176,179728.2559,96291.17995,66598.42855,50757.81252,40989.24033,34344.77911,29544.78391,25895.38589,23012.56801,20690.38426,18779.89496,17157.17031,15762.04322,14590.16138
-0.175,179839.164,96369.17793,66642.52559,50789.98705,41014.82702,34366.0733,29563.66273,25912.74003,23028.96873,20706.22126,18795.43663,17172.605,15777.51087,14605.76039
-0.174,179947.7331,96445.91104,66685.75388,50821.50028,41039.87996,34386.9204,29582.15653,25929.75625,23045.06861,20721.7871,18810.73137,17187.81317,15792.76934,14621.16462
-0.173,180053.9344,96521.36239,66728.10253,50852.34405,41064.3926,34407.31492,29600.26056,25946.43032,23060.86378,20737.07823,18825.77587,17202.79167,15807.81564,14636.37119
-0.172,180157.7406,96595.51571,66769.56111,50882.51051,41088.35863,34427.2516,29617.97022,25962.75815,23076.35054,20752.09121,18840.56692,17217.53749,15822.64691,14651.37737
-0.171,180259.1254,96668.3554,66810.11967,50911.99223,41111.77207,34446.72543,29635.28118,25978.73586,23091.52537,20766.82279,18855.10145,17232.04773,15837.26036,14666.18048
-0.17,180358.0642,96739.86658,66849.76877,50940.78211,41134.62725,34465.73167,29652.18929,25994.35976,23106.38488,20781.26983,18869.37654,17246.3196,15851.65335,14680.77795
-0.169,180454.5335,96810.03507,66888.49946,50968.87349,41156.91881,34484.26586,29668.69067,26009.62635,23120.9259,20795.42938,18883.38939,17260.35044,15865.82332,14695.16732
-0.168,180548.5114,96878.84743,66926.30336,50996.2601,41178.64172,34502.32378,29684.78164,26024.53236,23135.1454,20809.29862,18897.13735,17274.13772,15879.76784,14709.34624
-0.167,180639.9774,96946.29098,66963.17258,51022.93606,41199.79128,34519.90152,29700.45878,26039.07469,23149.04056,20822.87491,18910.61791,17287.67906,15893.4846,14723.31245
-0.166,180728.9126,97012.35382,66999.09981,51048.89595,41220.36314,34536.99544,29715.71891,26053.25048,23162.60875,20836.15579,18923.82874,17300.97218,15906.9714,14737.06381
-0.165,180815.2996,97077.02484,67034.07831,51074.13476,41240.3533,34553.60221,29730.5591,26067.0571,23175.84752,20849.13895,18936.76762,17314.01498,15920.22619,14750.59831
-0.164,180899.1224,97140.29375,67068.10189,51098.64792,41259.75812,34569.71877,29744.97667,26080.49212,23188.75461,20861.82227,18949.43253,17326.80547,15933.24703,14763.91403
-0.163,180980.3668,97202.15106,67101.16497,51122.43132,41278.57429,34585.34239,29758.96922,26093.55334,23201.328,20874.2038,18961.82157,17339.34182,15946.03211,14777.0092
-0.162,181059.02,97262.58815,67133.26254,51145.48128,41296.7989,34600.47064,29772.5346,26106.2388,23213.56582,20886.28177,18973.93304,17351.62234,15958.57977,14789.88215
-0.161,181135.0711,97321.59723,67164.39021,51167.7946,41314.42941,34615.1014,29785.67092,26118.54676,23225.46644,20898.0546,18985.76539,17363.6455,15970.88847,14802.53134
